"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"ARE^E","Alexandria Real Estate Equities, Inc.","26.2","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/are^e",
"AXU","Alexco Resource Corp","1.01","$78.12M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/axu",
"ALXN","Alexion Pharmaceuticals, Inc.","133.19","$30.01B","1996","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/alxn",
"ALXA","Alexza Pharmaceuticals, Inc.","0.739","$14.46M","2006","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/alxa",
"BABA","Alibaba Group Holding Limited","75.86","$189.31B","2014","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/baba",
"ALCO","Alico, Inc.","27.25","$225.89M","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/alco",
"ALGN","Align Technology, Inc.","70.23","$5.59B","2001","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/algn",
"ALIM","Alimera Sciences, Inc.","1.65","$74.26M","2010","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/alim",
"ALKS","Alkermes plc","31.54","$4.75B","1991","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/alks",
"Y","Alleghany Corporation","489.15","$7.55B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/y",
"ATI","Allegheny Technologies Incorporated","16.2","$1.76B","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/ati",
"ABTX","Allegiance Bancshares, Inc.","18.09","$231.79M","2015","Finance","Major Banks","http://www.nasdaq.com/symbol/abtx",
"ALGT","Allegiant Travel Company","172.85","$2.9B","2006","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/algt",
"ALLE","Allegion plc","63.14","$6.07B","2013","Consumer Services","Diversified Commercial Services","http://www.nasdaq.com/symbol/alle",
"AGN","Allergan plc.","279.32","$110.24B","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/agn",
"AGN^A","Allergan plc.","945.29","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/agn^a",
"ALE","Allete, Inc.","57.52","$2.82B","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/ale",
"AKP","Alliance California Municipal Income Fund Inc","14.73","$125.99M","2002","n/a","n/a","http://www.nasdaq.com/symbol/akp",
"ADS","Alliance Data Systems Corporation","211.77","$12.55B","2001","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/ads",
"AFOP","Alliance Fiber Optic Products, Inc.","14.62","$230.83M","2000","Technology","Semiconductors","http://www.nasdaq.com/symbol/afop",
"AIQ","Alliance HealthCare Services, Inc.","7.02","$74.53M","2001","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/aiq",
"AHGP","Alliance Holdings GP, L.P.","14.66","$877.59M","2006","Energy","Coal Mining","http://www.nasdaq.com/symbol/ahgp",
"AFB","Alliance National Municipal Income Fund Inc","14.49","$416.4M","2002","n/a","n/a","http://www.nasdaq.com/symbol/afb",
"AOI","Alliance One International, Inc.","15.94","$154.12M","n/a","Consumer Services","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/aoi",
"ARLP","Alliance Resource Partners, L.P.","11.75","$873.91M","1999","Energy","Coal Mining","http://www.nasdaq.com/symbol/arlp",
"AWF","Alliance World Dollar Government Fund II","11.63","$1B","1993","n/a","n/a","http://www.nasdaq.com/symbol/awf",
"AB","AllianceBernstein Holding L.P.","22.27","$2.23B","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/ab",
"ACG","ALLIANCEBERNSTEIN INCOME FUND INC","7.85","$1.91B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/acg",
"LNT","Alliant Energy Corporation","72.99","$8.28B","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/lnt",
"NCV","AllianzGI Convertible & Income Fund","5.38","$412.94M","2003","n/a","n/a","http://www.nasdaq.com/symbol/ncv",
"NCZ","AllianzGI Convertible & Income Fund II","4.785","$352.33M","2003","n/a","n/a","http://www.nasdaq.com/symbol/ncz",
"ACV","AllianzGI Diversified Income & Convertible Fund","17.39","n/a","2015","n/a","n/a","http://www.nasdaq.com/symbol/acv",
"NIE","AllianzGI Equity & Convertible Income Fund","17.86","$494.88M","2007","n/a","n/a","http://www.nasdaq.com/symbol/nie",
"NFJ","AllianzGI NFJ Dividend, Interest & Premium Strategy Fund","12.07","$1.14B","2005","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/nfj",
"AHPI","Allied Healthcare Products, Inc.","0.6999","$5.62M","1992","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/ahpi",
"AMOT","Allied Motion Technologies, Inc.","17.48","$162.15M","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/amot",
"AWH","Allied World Assurance Company Holdings, AG","35.4","$3.2B","2006","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/awh",
"ALQA","Alliqua BioMedical, Inc.","0.8786","$24.31M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/alqa",
"ALSN","Allison Transmission Holdings, Inc.","26.56","$4.55B","2012","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/alsn",
"ALLT","Allot Communications Ltd.","5.32","$177.48M","2006","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/allt",
"MDRX","Allscripts Healthcare Solutions, Inc.","12.21","$2.31B","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/mdrx",
"ALL","Allstate Corporation (The)","66.19","$25.04B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/all",
"ALL^A","Allstate Corporation (The)","26.35","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/all^a",
"ALL^B","Allstate Corporation (The)","25.88","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/all^b",
"ALL^C","Allstate Corporation (The)","27.95","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/all^c",
"ALL^D","Allstate Corporation (The)","27.7199","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/all^d",
"ALL^E","Allstate Corporation (The)","27.61","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/all^e",
"ALL^F","Allstate Corporation (The)","26.9452","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/all^f",
"ALLY","Ally Financial Inc.","18.34","$8.86B","2014","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/ally",
"ALLY^A","Ally Financial Inc.","24.39","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ally^a",
"ALLY^B","Ally Financial Inc.","25.4","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ally^b",
"AAU","Almaden Minerals, Ltd.","0.66","$51.52M","2015","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/aau",
"AFAM","Almost Family Inc","34.92","$359.66M","n/a","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/afam",
"ALNY","Alnylam Pharmaceuticals, Inc.","60.28","$5.13B","2004","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/alny",
"BSI","Alon Blue Square Israel Ltd.","3.11","$20.58M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bsi",
"ALJ","Alon USA Energy, Inc.","10.6","$753.41M","2005","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/alj",
"ALDW","Alon USA Partners, LP","13.24","$827.63M","2012","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/aldw",
"AOSL","Alpha and Omega Semiconductor Limited","10.85","$240.19M","2010","Technology","Semiconductors","http://www.nasdaq.com/symbol/aosl",
"APT","Alpha Pro Tech, Ltd.","1.79","$31.95M","n/a","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/apt",
"GOOG","Alphabet Inc.","735.3","$506.12B","2004","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/goog",
"GOOGL","Alphabet Inc.","754.84","$519.57B","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/googl",
"SMCP","AlphaMark Actively Managed Small Cap ETF","21.679","$22.76M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/smcp",
"ATEC","Alphatec Holdings, Inc.","0.23","$23.49M","2006","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/atec",
"AGD","Alpine Global Dynamic Dividend Fund","8.32","$104.86M","2006","n/a","n/a","http://www.nasdaq.com/symbol/agd",
"AWP","Alpine Global Premier Properties Fund","5.41","$465.03M","2007","n/a","n/a","http://www.nasdaq.com/symbol/awp",
"AOD","Alpine Total Dynamic Dividend Fund","7.33","$797.08M","2007","n/a","n/a","http://www.nasdaq.com/symbol/aod",
"AAMC","Altisource Asset Management Corp","12.9","$25.42M","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/aamc",
"ASPS","Altisource Portfolio Solutions S.A.","23.81","$448.58M","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/asps",
"RESI","Altisource Residential Corporation","11.38","$632.51M","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/resi",
"AIMC","Altra Industrial Motion Corp.","27.28","$705.84M","2006","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/aimc",
"MO","Altria Group","60.88","$119.2B","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/mo",
"ACH","Aluminum Corporation of China Limited","8.09","$4.82B","2001","Basic Industries","Aluminum","http://www.nasdaq.com/symbol/ach",
"AMAG","AMAG Pharmaceuticals, Inc.","21.42","$744.32M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/amag",
"AMRN","Amarin Corporation PLC","1.45","$268.27M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/amrn",
"AMRK","A-Mark Precious Metals, Inc.","20.67","$144.14M","n/a","Basic Industries","Other Specialty Stores","http://www.nasdaq.com/symbol/amrk",
"AYA","Amaya Inc.","11.71","$1.57B","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/aya",
"AMZN","Amazon.com, Inc.","582.95","$274.48B","1997","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/amzn",
"AMBC","Ambac Financial Group, Inc.","15.69","$706.79M","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/ambc",
"AMBCW","Ambac Financial Group, Inc.","7.2","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/ambcw",
"AMBA","Ambarella, Inc.","40.79","$1.31B","2012","Technology","Semiconductors","http://www.nasdaq.com/symbol/amba",
"AMBR","Amber Road, Inc.","5.4","$142.17M","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ambr",
"ABEV","Ambev S.A.","5.12","$78.33B","2013","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/abev",
"AMC","AMC Entertainment Holdings, Inc.","28.06","$2.73B","2013","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/amc",
"AMCX","AMC Networks Inc.","63.89","$4.63B","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/amcx",
"DIT","AMCON Distributing Company","80.31","$48.94M","n/a","Consumer Non-Durables","Food Distributors","http://www.nasdaq.com/symbol/dit",
"DOX","Amdocs Limited","58.93","$8.86B","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/dox",
"AMFW","Amec Plc Ord","6.34","$2.47B","2014","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/amfw",
"AMDA","Amedica Corporation","1.46","$66440.22","2014","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/amda",
"AMED","Amedisys Inc","43.76","$1.46B","n/a","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/amed",
"UHAL","Amerco","345.03","$6.77B","n/a","Consumer Services","Rental/Leasing Companies","http://www.nasdaq.com/symbol/uhal",
"AEE","Ameren Corporation","49.25","$11.95B","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/aee",
"AMRC","Ameresco, Inc.","4.69","$219.35M","2010","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/amrc",
"ATAX","America First Multifamily Investors, L.P.","5.24","$315.73M","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/atax",
"AMOV","America Movil, S.A.B. de C.V.","15.21","$50.35B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/amov",
"AMX","America Movil, S.A.B. de C.V.","15.3","$50.65B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/amx",
"AAL","American Airlines Group, Inc.","40.5","$24.42B","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/aal",
"AAT","American Assets Trust, Inc.","38.26","$1.74B","2011","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/aat",
"AXL","American Axle & Manufacturing Holdings, Inc.","14.65","$1.11B","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/axl",
"ACC","American Campus Communities Inc","45.14","$5.88B","2004","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/acc",
"AGNC","American Capital Agency Corp.","18.43","$6.22B","2008","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/agnc",
"AGNCB","American Capital Agency Corp.","24.89","$8.62B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/agncb",
"AGNCP","American Capital Agency Corp.","26.0999","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/agncp",
"MTGE","American Capital Mortgage Investment Corp.","14.58","$694.38M","2011","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/mtge",
"MTGEP","American Capital Mortgage Investment Corp.","24.49","$48.98M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/mtgep",
"ACSF","American Capital Senior Floating, Ltd.","9.51","$95.1M","2014","n/a","n/a","http://www.nasdaq.com/symbol/acsf",
"ACAS","American Capital, Ltd.","15.03","$3.6B","1997","n/a","n/a","http://www.nasdaq.com/symbol/acas",
"GNOW","American Caresource Holdings Inc","0.4","$2.78M","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/gnow",
"ADGE","American DG Energy Inc.","0.32","$16.22M","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/adge",
"AEO","American Eagle Outfitters, Inc.","16.32","$2.95B","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/aeo",
"AEP","American Electric Power Company, Inc.","65.06","$31.95B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/aep",
"AETI","American Electric Technologies, Inc.","2","$16.51M","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/aeti",
"AEL","American Equity Investment Life Holding Company","15.77","$1.29B","2003","Finance","Life Insurance","http://www.nasdaq.com/symbol/ael",
"AXP","American Express Company","60.47","$58.3B","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/axp",
"AFCO","American Farmland Company","6.18","$104.39M","2015","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/afco",
"AFA","American Financial Group, Inc.","25.7016","n/a","2012","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afa",
"AFG","American Financial Group, Inc.","70.21","$6.08B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afg",
"AFGE","American Financial Group, Inc.","26.4","n/a","2014","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afge",
"AFGH","American Financial Group, Inc.","25.3","n/a","2015","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afgh",
"AFW","American Financial Group, Inc.","26.58","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afw",
"AMH","American Homes 4 Rent","15.38","$3.18B","2013","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/amh",
"AMH^A","American Homes 4 Rent","25.9985","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/amh^a",
"AMH^B","American Homes 4 Rent","26.47","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/amh^b",
"AMH^C","American Homes 4 Rent","26.17","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/amh^c",
"AMIC","American Independence Corp.","18.95","$153.27M","n/a","Finance","Accident &Health Insurance","http://www.nasdaq.com/symbol/amic",
"AIG","American International Group, Inc.","52.98","$60.9B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/aig",
"AIG.WS","American International Group, Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aig.ws",
"ALN","American Lorain Corporation","1.15","$44M","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/aln",
"AMID","American Midstream Partners, LP","6.82","$210.67M","2011","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/amid",
"AMNB","American National Bankshares, Inc.","24.59","$211.74M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/amnb",
"ANAT","American National Insurance Company","112.96","$3.04B","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/anat",
"APEI","American Public Education, Inc.","20.56","$330M","2007","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/apei",
"ARII","American Railcar Industries, Inc.","41.17","$810.37M","2006","Capital Goods","Railroads","http://www.nasdaq.com/symbol/arii",
"ARL","American Realty Investors, Inc.","5.09","$78.97M","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/arl",
"AMRB","American River Bankshares","10.04","$70.22M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/amrb",
"ASEI","American Science and Engineering, Inc.","27.48","$197.04M","n/a","Health Care","Medical Electronics","http://www.nasdaq.com/symbol/asei",
